ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,P_0A4,P_0A4_F,P_0A4_M,P_5A9,P_5A9_F,P_5A9_M,P_10A14,P_10A14_F,P_10A14_M,P_15A19,P_15A19_F,P_15A19_M,P_20A24,P_20A24_F,P_20A24_M,P_25A29,P_25A29_F,P_25A29_M,P_30A34,P_30A34_F,P_30A34_M,P_35A39,P_35A39_F,P_35A39_M,P_40A44,P_40A44_F,P_40A44_M,P_45A49,P_45A49_F,P_45A49_M,P_50A54,P_50A54_F,P_50A54_M,P_55A59,P_55A59_F,P_55A59_M,P_60A64,P_60A64_F,P_60A64_M,P_65A69,P_65A69_F,P_65A69_M,P_70A74,P_70A74_F,P_70A74_M,P_75A79,P_75A79_F,P_75A79_M,P_80A84,P_80A84_F,P_80A84_M,P_85YMAS,P_85YMAS_F,P_85YMAS_M,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,TAMLOC
9,Ciudad de México,9,Milpa Alta,192,Tetzmititla," 99°03'23.124"" W","19°12'28.340"" N",2572,33,17,16,2,1,1,31,16,15,30,16,14,25,14,11,25,14,11,23,12,11,1,0,1,5,2,3,3,1,2,0,0,0,2,2,0,6,3,3,12,1,0,1,94.12,8,24,1,3,1,2,4,1,3,1,1,0,2,2,0,6,3,3,2,1,1,2,2,0,4,1,3,3,2,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.86,29,16,13,4,1,3,30,16,14,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,6,0,0,0,2,0,0,0,1,1,0,4,1,2,1,0,1,1,0,27,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,1,1,0,0,0,0,2,1,1,4,1,3,0,0,0,8,4,4,11,8,3,10,10.86,8.91,23,12,11,2,2,0,23,12,11,0,0,0,8,25,8,2,0,0,15,0,0,0,9,12,4,13,9,0,11,10,5,5,33,15,18,17,10,16,9,10,10,2,5,33,3.3,1.43,9,1,5,5,2,3,5,10,0,2,0,8,8,8,10,0,10,0,2,0,10,3,0,9,8,5,6,3,0,9,10,5,0,10,6,4,0,0,0,0,2,0,1
9,Ciudad de México,9,Milpa Alta,195,Tlaxiomulco," 99°02'17.899"" W","19°11'28.763"" N",2524,143,76,67,6,3,3,137,73,64,133,71,62,107,56,51,96,50,46,87,43,44,6,4,2,24,13,11,27,15,12,11,6,5,9,7,2,15,8,7,42,8,4,4,88.16,47,92,4,10,5,5,17,12,5,20,9,11,13,10,3,11,5,6,12,6,6,12,7,5,11,5,6,12,5,7,6,4,2,7,3,4,4,1,3,4,2,2,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1.91,114,60,54,29,16,13,133,71,62,0,0,0,6,3,3,0,0,0,5,3,2,6,0,5,15,18,9,9,9,3,4,2,3,3,0,19,6,12,1,3,1,1,2,115,1,0,1,2,0,2,1,0,1,5,4,1,2,2,0,1,0,1,6,2,4,6,1,5,9,6,3,19,8,11,5,3,2,31,19,12,25,12,13,08.05,8.26,7.83,68,28,40,38,28,10,66,28,38,2,0,2,32,111,5,2,0,0,104,0,0,0,39,53,15,119,14,0,10,28,7,21,143,34,109,31,28,31,28,28,28,3,0,143,5.11,1.49,28,0,10,18,3,8,17,28,0,14,7,14,26,3,24,4,28,0,14,0,24,19,1,18,14,3,9,1,1,22,23,2,1,23,3,2,0,0,1,5,25,1,1
9,Ciudad de México,9,Milpa Alta,198,Tecoloxtitla," 99°00'44.205"" W","19°10'54.801"" N",2517,158,74,84,8,5,3,150,69,81,144,66,78,126,59,67,116,52,64,106,47,59,8,3,5,16,7,9,18,10,8,10,7,3,10,5,5,15,4,11,41,10,2,8,113.51,42,112,4,14,8,6,12,4,8,16,10,6,15,6,9,10,3,7,14,8,6,10,4,6,17,10,7,13,5,8,10,5,5,9,6,3,8,3,5,6,1,5,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1.73,136,65,71,21,8,13,143,65,78,1,1,0,4,1,3,0,0,0,4,1,3,4,0,4,14,0,0,0,0,0,0,0,0,0,0,26,6,11,2,7,0,7,1,132,4,2,2,0,0,0,0,0,0,9,4,5,5,1,4,0,0,0,2,1,1,4,2,2,2,0,2,16,7,9,9,6,3,29,13,16,53,24,29,10.1,10.46,9.81,87,34,53,39,25,14,87,34,53,0,0,0,43,115,23,22,0,4,67,0,0,0,42,68,16,116,16,0,26,46,14,32,158,47,111,58,46,58,46,46,46,10,2,158,3.43,0.95,44,2,15,31,4,7,35,46,0,46,45,0,41,8,42,4,46,0,46,0,43,25,0,32,26,16,21,2,1,42,43,14,20,43,19,5,2,1,0,2,24,0,1
9,Ciudad de México,9,Milpa Alta,199,Tapalaco (Amacapultitla)," 99°00'10.948"" W","19°10'13.155"" N",2709,81,38,43,3,3,0,78,35,43,74,35,39,62,27,35,61,27,34,57,26,31,4,0,4,12,8,4,7,6,1,1,0,1,4,1,3,11,5,6,20,6,3,3,113.16,20,56,5,7,3,4,10,6,4,3,2,1,6,1,5,9,5,4,6,3,3,7,2,5,9,5,4,4,2,2,6,2,4,4,1,3,4,3,1,1,0,1,2,1,1,2,2,0,0,0,0,1,0,1,0,0,0,2.3,73,35,38,8,3,5,74,35,39,0,0,0,8,3,5,0,0,0,8,3,5,7,0,7,12,0,0,0,7,4,3,0,1,0,0,6,4,2,0,1,0,0,0,68,2,0,2,0,0,0,0,0,0,4,1,3,1,0,1,0,0,0,0,0,0,1,1,0,5,2,3,6,1,5,1,1,0,22,9,13,23,12,11,9.44,9.85,9.12,42,14,28,20,13,7,37,12,25,5,2,3,27,54,5,15,1,0,32,0,1,0,17,42,3,62,0,0,19,23,5,18,81,20,61,32,23,32,23,23,23,8,1,81,3.52,1.45,21,2,14,9,7,6,10,20,3,4,2,19,21,3,17,1,16,7,3,0,16,15,2,5,6,1,7,1,0,18,21,1,3,9,1,0,0,0,2,14,22,2,1
9,Ciudad de México,9,Milpa Alta,200,Teacalco," 99°03'39.811"" W","19°11'57.183"" N",2489,25,14,11,1,0,1,24,14,10,24,14,10,20,12,8,17,10,7,17,10,7,0,0,0,4,2,2,5,3,2,3,2,1,0,0,0,2,1,1,9,1,1,0,78.57,8,16,1,1,0,1,3,2,1,4,2,2,2,1,1,0,0,0,2,2,0,4,2,2,3,2,1,2,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2.17,24,13,11,1,1,0,24,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,1,1,0,7,4,3,2,1,1,08.06,8,8.14,14,8,6,6,4,2,14,8,6,0,0,0,6,19,0,0,0,0,19,0,0,0,5,14,1,23,0,0,2,5,2,3,25,10,15,7,5,7,5,5,5,1,1,25,5,1.79,5,0,2,3,2,0,3,5,0,5,5,0,4,0,5,0,5,0,5,0,5,2,0,5,1,1,2,2,1,3,5,0,0,4,2,1,0,0,0,1,3,0,1
9,Ciudad de México,9,Milpa Alta,202,Cuauhzontlipan," 99°03'44.628"" W","19°12'49.379"" N",2585,103,47,56,6,2,4,97,45,52,95,45,50,84,40,44,77,37,40,71,33,38,6,4,2,7,1,6,12,4,8,7,3,4,6,4,2,17,6,11,27,8,5,3,119.15,26,72,5,8,2,6,8,4,4,10,4,6,8,4,4,15,6,9,9,5,4,6,3,3,3,2,1,12,5,7,4,2,2,6,4,2,6,1,5,3,3,0,2,1,1,1,1,0,0,0,0,2,0,2,0,0,0,2.38,82,39,43,21,8,13,93,44,49,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,2,2,0,11,0,8,2,0,0,1,1,86,3,2,1,0,0,0,0,0,0,5,3,2,5,1,4,0,0,0,5,4,1,2,2,0,6,3,3,11,5,6,2,1,1,28,15,13,25,9,16,8.91,8.38,9.4,50,15,35,34,25,9,48,15,33,2,0,2,14,89,10,12,0,0,67,0,0,0,28,50,6,82,7,0,14,26,4,22,103,14,89,33,26,32,25,26,26,3,4,103,3.96,1.3,24,2,11,15,4,3,19,26,0,24,24,2,16,4,26,0,26,0,24,0,26,16,0,14,13,6,8,2,6,21,24,4,6,22,5,2,1,2,1,3,20,0,1
9,Ciudad de México,9,Milpa Alta,203,Huepaltepec," 99°04'25.860"" W","19°12'44.941"" N",2602,74,38,36,3,2,1,71,36,35,68,34,34,55,27,28,52,26,26,47,24,23,4,2,2,12,7,5,12,5,7,3,1,2,5,2,3,7,4,3,20,2,1,1,94.74,22,51,1,6,4,2,9,6,3,7,2,5,8,5,3,4,1,3,5,2,3,6,5,1,11,3,8,6,3,3,1,1,0,5,2,3,4,3,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,56,28,28,18,10,8,66,33,33,2,1,1,6,2,4,0,0,0,6,2,4,6,0,6,11,21,9,12,3,1,3,0,0,0,0,18,2,14,0,6,0,1,0,53,2,1,1,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,1,1,0,0,0,0,3,1,2,6,4,2,3,1,2,22,8,14,17,11,6,9.4,9.85,8.96,43,18,25,12,9,3,42,17,25,1,1,0,22,52,11,3,0,0,38,0,1,0,13,40,2,63,5,0,6,22,4,18,74,11,63,27,22,27,22,22,22,3,2,74,3.36,0.9,22,0,8,14,2,3,17,22,0,4,0,18,20,11,22,0,21,1,4,0,21,12,0,13,12,4,10,0,6,22,21,7,1,21,4,6,1,1,0,1,14,0,1
9,Ciudad de México,9,Milpa Alta,204,Mecatlán (Rancho el Refugio)," 99°05'01.251"" W","19°12'36.370"" N",2631,61,29,32,3,2,1,58,27,31,56,26,30,49,24,25,46,23,23,41,20,21,2,1,1,7,2,5,8,3,5,3,1,2,5,3,2,7,3,4,18,8,2,6,110.34,15,43,3,5,3,2,3,1,2,7,2,5,7,3,4,5,3,2,1,0,1,2,2,0,8,5,3,5,2,3,3,3,0,6,2,4,1,1,0,5,0,5,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,2.17,47,24,23,14,5,9,47,22,25,8,4,4,3,3,0,0,0,0,3,3,0,3,0,3,13,1,0,1,6,1,5,1,0,1,2,11,3,9,0,2,0,0,1,44,2,1,1,0,0,0,0,0,0,3,2,1,4,1,3,0,0,0,1,1,0,1,1,0,2,0,2,6,4,2,0,0,0,11,7,4,22,9,13,10.63,10.22,11.04,36,17,19,13,7,6,36,17,19,0,0,0,22,39,16,13,0,0,11,0,0,0,17,27,5,51,5,0,5,16,4,12,61,17,44,26,16,26,16,16,16,8,2,61,3.81,0.87,15,1,5,11,1,1,14,16,0,12,0,4,13,16,16,0,15,1,12,0,15,2,0,15,13,10,13,2,6,13,15,6,9,16,11,5,1,2,0,0,4,0,1
9,Ciudad de México,9,Milpa Alta,205,Tecupilco (Kilómetro 17.5)," 99°03'02.577"" W","19°13'05.842"" N",2438,124,79,45,6,4,2,118,75,43,114,72,42,100,62,38,88,53,35,83,50,33,4,3,1,14,10,4,25,18,7,12,9,3,5,3,2,12,5,7,37,8,6,2,56.96,36,82,6,10,7,3,6,5,1,20,14,6,10,5,5,7,3,4,8,5,3,12,8,4,14,9,5,5,3,2,7,4,3,13,7,6,4,3,1,2,1,1,1,1,0,1,0,1,4,4,0,0,0,0,0,0,0,1.73,115,73,42,9,6,3,105,67,38,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,7,1,0,1,3,32,7,25,2,5,1,6,4,80,2,2,0,0,0,0,0,0,0,3,1,2,3,2,1,1,1,0,3,2,1,4,2,2,1,1,0,7,4,3,3,1,2,25,15,10,48,30,18,10.86,11.28,10.23,65,33,32,35,29,6,61,31,30,4,2,2,24,100,19,28,0,3,35,0,8,9,34,53,13,93,8,0,13,33,13,20,124,40,84,41,33,41,33,33,33,4,4,124,3.76,0.96,33,0,8,25,1,2,30,33,0,33,8,0,29,7,31,2,33,0,33,0,33,20,0,27,21,12,12,3,3,23,30,12,11,33,31,6,3,5,1,0,2,0,1
9,Ciudad de México,9,Milpa Alta,206,Xaxalpa," 99°02'57.874"" W","19°12'59.893"" N",2443,141,71,70,5,4,1,136,67,69,133,65,68,119,57,62,112,54,58,100,49,51,4,3,1,13,7,6,16,9,7,7,3,4,12,5,7,19,8,11,41,9,6,3,98.59,29,106,6,8,6,2,9,4,5,12,7,5,16,6,10,15,7,8,16,6,10,13,5,8,7,4,3,10,6,4,12,7,5,8,5,3,6,2,4,3,2,1,2,2,0,1,1,0,1,0,1,0,0,0,2,1,1,1.51,99,49,50,42,22,20,128,63,65,5,2,3,12,6,6,0,0,0,12,6,6,12,0,12,29,0,0,0,12,4,7,2,2,2,1,23,3,15,1,5,0,5,2,106,3,2,1,0,0,0,0,0,0,9,5,4,3,1,2,1,1,0,3,1,2,5,3,2,9,5,4,17,7,10,2,0,2,29,14,15,46,23,23,9.64,9.39,9.88,85,38,47,34,19,15,84,38,46,1,0,1,58,83,14,17,0,0,52,0,0,0,48,53,18,112,12,0,17,40,19,21,141,59,82,49,40,49,40,40,40,5,4,141,3.53,1.16,38,2,15,25,8,5,27,37,3,36,21,4,34,14,33,5,38,2,34,1,36,22,1,30,19,9,16,4,10,23,33,12,14,37,21,4,6,2,4,2,17,1,1
9,Ciudad de México,9,Milpa Alta,207,Xaltepetitla," 99°02'36.999"" W","19°12'56.301"" N",2479,61,28,33,3,2,1,58,26,32,57,26,31,52,24,28,51,24,27,47,23,24,2,1,1,4,1,3,5,1,4,1,0,1,4,1,3,10,3,7,17,6,2,4,117.86,10,48,3,4,2,2,1,1,0,5,1,4,7,1,6,7,3,4,4,2,2,3,2,1,4,1,3,7,6,1,6,2,4,3,2,1,4,3,1,3,0,3,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,2,37,17,20,24,11,13,55,25,30,2,1,1,2,0,2,0,0,0,2,0,2,2,0,2,8,0,0,0,3,2,2,1,2,1,2,17,5,11,1,2,2,3,0,41,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,4,3,1,9,2,7,1,0,1,21,11,10,15,8,7,09.08,9.54,8.67,40,17,23,12,7,5,40,17,23,0,0,0,34,27,9,3,0,0,15,0,0,0,17,26,9,52,2,0,7,18,9,9,61,25,36,23,18,23,18,18,18,3,2,61,3.39,1.22,16,2,10,8,2,8,8,17,1,4,1,14,16,6,17,1,17,1,4,1,17,7,0,15,10,3,10,2,2,15,17,4,4,17,5,8,0,0,1,1,12,0,1
9,Ciudad de México,9,Milpa Alta,208,Tetecolok," 99°03'14.848"" W","19°12'45.601"" N",2562,88,47,41,8,3,5,80,44,36,77,44,33,69,38,31,65,35,30,59,32,27,4,1,3,7,5,2,9,7,2,4,3,1,6,3,3,18,11,7,28,10,6,4,87.23,23,62,3,11,3,8,4,3,1,8,6,2,11,7,4,13,7,6,6,3,3,5,3,2,5,3,2,5,1,4,5,4,1,2,0,2,3,1,2,7,4,3,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1.82,63,31,32,25,16,9,74,42,32,3,2,1,3,1,2,0,0,0,3,1,2,3,0,3,5,0,0,0,3,1,1,0,0,1,1,7,4,2,0,2,0,3,8,72,3,1,2,1,0,1,0,0,0,2,0,2,2,1,1,1,0,1,1,1,0,5,2,3,5,4,1,12,7,5,4,1,3,21,10,11,18,11,7,8.38,8.37,8.4,44,16,28,25,22,3,44,16,28,0,0,0,25,63,7,5,0,0,51,0,0,0,20,39,10,69,9,0,9,25,9,16,88,25,63,43,25,43,25,25,25,16,2,88,3.52,1.52,25,0,17,8,8,7,10,25,0,2,0,23,24,9,24,1,25,0,2,0,25,21,1,12,13,7,4,1,1,18,23,4,0,18,1,0,0,0,2,7,21,1,1
9,Ciudad de México,9,Milpa Alta,210,Santa Rosa," 99°00'11.590"" W","19°13'32.983"" N",2339,187,94,93,8,4,4,179,90,89,174,88,86,139,73,66,127,65,62,117,60,57,10,2,8,30,15,15,36,19,17,12,8,4,10,5,5,16,9,7,53,17,9,8,98.94,60,116,11,13,6,7,23,11,12,24,12,12,14,9,5,12,5,7,25,12,13,16,6,10,15,11,4,14,9,5,4,1,3,4,1,3,6,2,4,6,4,2,6,3,3,3,2,1,2,0,2,0,0,0,0,0,0,1.93,138,68,70,47,25,22,167,85,82,7,3,4,8,4,4,0,0,0,8,4,4,8,0,8,25,0,0,0,2,1,1,1,2,1,1,10,4,5,3,7,3,3,3,172,3,1,2,0,0,0,0,0,0,10,5,5,9,4,5,0,0,0,4,3,1,11,5,6,5,3,2,12,4,8,3,2,1,55,29,26,37,21,16,8.78,9,8.55,63,18,45,76,55,21,62,18,44,1,0,1,40,147,36,37,0,0,70,0,0,4,45,84,10,122,31,0,34,44,11,33,187,43,144,44,44,44,44,44,44,0,0,187,4.25,1.44,43,1,24,20,9,11,24,44,0,9,0,35,31,24,39,1,41,3,9,0,39,21,0,34,29,12,19,9,4,30,41,10,11,41,16,7,3,0,3,3,28,0,1
9,Ciudad de México,9,Milpa Alta,211,Olla de Piedra," 99°00'11.300"" W","19°13'27.428"" N",2326,126,62,64,8,5,3,118,57,61,115,57,58,102,50,52,94,48,46,82,43,39,4,1,3,12,6,6,18,6,12,8,2,6,12,5,7,14,8,6,39,7,4,3,103.23,32,89,5,11,5,6,9,6,3,12,3,9,15,6,9,11,7,4,5,3,2,10,5,5,17,12,5,12,2,10,8,4,4,3,1,2,6,4,2,2,1,1,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0,1.5,101,48,53,25,14,11,113,56,57,2,1,1,2,0,2,0,0,0,2,0,2,2,0,2,10,0,0,0,0,0,0,0,0,0,0,6,0,5,0,1,0,0,1,119,0,0,0,3,2,1,0,0,0,8,2,6,3,1,2,0,0,0,5,5,0,6,5,1,6,4,2,16,7,9,6,2,4,32,16,16,26,14,12,8.65,8.44,8.87,63,25,38,39,25,14,63,25,38,0,0,0,29,97,27,10,0,0,61,0,0,0,36,59,7,95,5,0,26,29,7,22,126,29,97,34,29,34,29,29,29,5,0,126,4.34,1.47,29,0,11,18,2,9,18,29,0,18,15,11,26,15,27,2,29,0,18,0,27,12,0,25,22,12,14,8,10,22,28,10,15,25,13,9,3,8,1,2,12,0,1
9,Ciudad de México,9,Milpa Alta,213,El Zapote (Techultepec)," 99°00'19.020"" W","19°12'40.647"" N",2321,66,32,34,3,2,1,63,30,33,63,30,33,46,22,24,41,19,22,37,19,18,1,0,1,16,8,8,17,8,9,5,3,2,4,0,4,4,1,3,14,4,1,3,106.25,25,40,1,3,2,1,11,5,6,11,6,5,7,1,6,1,0,1,5,3,2,6,4,2,6,3,3,1,0,1,5,3,2,2,1,1,4,3,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.23,62,30,32,4,2,2,63,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,64,0,0,0,1,1,0,1,0,1,2,0,2,1,1,0,0,0,0,1,1,0,4,2,2,0,0,0,7,4,3,0,0,0,13,7,6,15,6,9,8.83,8.53,09.09,31,11,20,15,11,4,30,11,19,1,0,1,21,45,20,3,0,0,22,0,0,0,17,27,2,54,6,0,6,14,2,12,66,12,54,15,14,15,14,14,14,0,1,66,4.71,1.5,12,2,6,8,1,5,8,14,0,3,0,11,13,0,12,2,13,1,3,0,13,10,0,11,6,3,4,3,3,10,13,4,5,14,6,1,0,0,1,0,8,0,1
9,Ciudad de México,9,Milpa Alta,214,Maxulco (Barrio Cruztitla)," 99°00'12.369"" W","19°12'33.719"" N",2313,222,114,108,10,7,3,212,107,105,204,102,102,175,88,87,161,85,76,148,77,71,16,8,8,21,11,10,26,8,18,14,3,11,13,8,5,27,13,14,68,17,10,7,94.74,61,149,12,18,12,6,24,13,11,19,4,15,23,12,11,17,9,8,23,11,12,20,12,8,14,10,4,19,7,12,12,7,5,7,4,3,9,3,6,5,4,1,6,3,3,2,1,1,2,1,1,1,0,1,1,1,0,02.01,177,91,86,43,23,20,202,100,102,2,2,0,2,2,0,0,0,0,2,2,0,2,0,2,5,4,2,2,16,7,3,3,8,3,1,19,3,19,1,4,1,1,3,185,6,3,3,0,0,0,1,0,1,11,6,5,9,5,4,0,0,0,3,3,0,4,4,0,9,5,4,18,9,9,5,2,3,51,22,29,67,38,29,10.38,10.42,10.33,102,39,63,73,49,24,98,39,59,4,0,4,58,164,41,41,1,1,77,0,3,0,70,89,16,130,42,0,50,62,24,38,222,73,149,80,62,80,62,62,62,9,9,222,3.58,01.05,60,2,20,42,10,8,44,62,0,38,24,24,60,49,62,0,62,0,38,0,62,32,0,54,38,27,29,4,19,40,57,26,26,55,36,18,14,5,3,5,22,1,1
9,Ciudad de México,9,Milpa Alta,215,Tecoxpa (El Pirul)," 99°00'38.011"" W","19°12'25.264"" N",2358,11,6,5,1,0,1,10,6,4,10,6,4,8,5,3,7,5,2,7,5,2,0,0,0,2,1,1,2,1,1,1,0,1,0,0,0,1,1,0,3,2,2,0,83.33,4,6,1,1,0,1,1,0,1,2,1,1,0,0,0,1,1,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,5,3,2,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,1,1,0,0,0,0,1,0,1,3,2,1,7.71,6.6,10.5,7,5,2,1,0,1,7,5,2,0,0,0,3,8,0,0,0,0,8,0,0,0,2,4,2,11,0,0,0,4,3,1,11,8,3,7,4,7,4,4,4,3,0,11,2.75,1.1,4,0,4,0,0,2,2,4,0,4,0,0,4,0,4,0,4,0,4,0,4,3,0,0,0,0,1,0,0,2,4,0,0,4,0,0,0,0,0,0,4,0,1
9,Ciudad de México,9,Milpa Alta,216,Santa Martha Cosalan," 99°01'24.337"" W","19°12'12.746"" N",2387,98,52,46,6,5,1,92,47,45,89,46,43,75,37,38,71,36,35,67,33,34,6,2,4,11,8,3,9,5,4,4,1,3,4,3,1,9,4,5,23,14,8,6,88.46,27,61,10,9,6,3,10,6,4,8,4,4,5,4,1,8,3,5,10,5,5,11,5,6,3,2,1,4,1,3,5,3,2,7,3,4,4,2,2,4,2,2,4,2,2,1,0,1,2,1,1,2,2,0,1,1,0,2.24,83,44,39,15,8,7,86,44,42,3,2,1,5,2,3,1,0,1,4,2,2,5,1,4,21,19,12,7,1,1,0,0,0,0,0,20,4,14,2,4,0,3,1,77,2,1,1,1,1,0,0,0,0,3,3,0,1,1,0,0,0,0,8,6,2,9,6,3,6,3,3,10,2,8,3,2,1,14,5,9,25,14,11,8.9,8.91,8.89,48,18,30,27,19,8,46,18,28,2,0,2,40,58,14,11,0,0,33,2,0,0,14,45,16,70,0,0,20,24,8,16,98,37,61,28,24,28,24,24,24,1,3,98,04.08,1.1,23,1,11,13,2,6,16,24,0,14,9,10,22,5,17,6,23,1,13,0,17,12,0,12,11,6,12,1,3,18,22,4,6,24,5,9,3,1,0,0,18,0,1
