ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,P_0A4,P_0A4_F,P_0A4_M,P_5A9,P_5A9_F,P_5A9_M,P_10A14,P_10A14_F,P_10A14_M,P_15A19,P_15A19_F,P_15A19_M,P_20A24,P_20A24_F,P_20A24_M,P_25A29,P_25A29_F,P_25A29_M,P_30A34,P_30A34_F,P_30A34_M,P_35A39,P_35A39_F,P_35A39_M,P_40A44,P_40A44_F,P_40A44_M,P_45A49,P_45A49_F,P_45A49_M,P_50A54,P_50A54_F,P_50A54_M,P_55A59,P_55A59_F,P_55A59_M,P_60A64,P_60A64_F,P_60A64_M,P_65A69,P_65A69_F,P_65A69_M,P_70A74,P_70A74_F,P_70A74_M,P_75A79,P_75A79_F,P_75A79_M,P_80A84,P_80A84_F,P_80A84_M,P_85YMAS,P_85YMAS_F,P_85YMAS_M,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,TAMLOC
9,Ciudad de México,13,Xochimilco,135,El Mirador (Tetexaloca)," 99°08'55.225"" W","19°13'12.759"" N",2697,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
9,Ciudad de México,13,Xochimilco,136,Tepexomulco," 99°07'52.743"" W","19°13'53.080"" N",2362,555,282,273,19,11,8,536,271,265,515,261,254,450,225,225,425,211,214,397,196,201,28,17,11,58,29,29,58,31,27,25,14,11,28,15,13,72,33,39,150,40,25,15,96.81,130,401,24,40,21,19,47,25,22,43,25,18,54,27,27,46,21,25,45,20,25,54,25,29,40,21,19,44,20,24,29,16,13,39,17,22,34,19,15,16,7,9,8,6,2,10,8,2,3,2,1,3,2,1,0,0,0,1.9,459,224,235,94,56,38,508,257,251,7,4,3,12,6,6,0,0,0,12,6,6,12,0,12,29,12,5,7,11,3,7,1,2,1,4,19,10,11,0,2,0,3,9,517,14,6,8,0,0,0,0,0,0,23,12,11,13,6,7,1,1,0,6,4,2,10,8,2,15,11,4,63,34,29,13,5,8,122,58,64,186,89,97,10.02,9.64,10.39,302,115,187,146,108,38,293,111,182,9,4,5,196,359,148,60,0,4,151,0,4,1,155,244,51,478,27,0,48,129,34,95,555,140,415,145,129,133,117,129,129,12,4,555,4.3,1.13,127,2,41,88,13,20,96,127,2,81,54,48,100,73,126,3,125,4,81,1,125,67,1,111,91,52,56,14,44,107,121,55,50,120,60,29,18,15,4,8,50,2,3
9,Ciudad de México,13,Xochimilco,137,Tlachiultepec de Ahuayucan (Las Malvinas)," 99°06'07.807"" W","19°12'15.657"" N",2590,270,144,126,5,4,1,265,140,125,257,135,122,213,113,100,194,102,92,176,93,83,12,7,5,40,20,20,47,26,21,19,11,8,18,9,9,33,20,13,78,22,10,12,87.5,76,180,14,13,9,4,31,14,17,32,19,13,25,13,12,26,16,10,22,10,12,31,14,17,20,11,9,18,9,9,6,5,1,14,8,6,10,6,4,8,3,5,5,2,3,3,2,1,6,3,3,0,0,0,0,0,0,1.81,226,119,107,43,24,19,247,131,116,10,4,6,3,2,1,0,0,0,3,2,1,3,0,3,9,5,3,2,32,15,15,1,4,1,6,46,5,37,2,5,0,6,3,192,1,1,0,1,1,0,4,2,2,13,6,7,8,5,3,1,1,0,11,5,6,8,4,4,19,8,11,24,12,12,8,3,5,62,37,25,59,33,26,8.81,09.04,8.55,156,75,81,57,38,19,155,75,80,1,0,1,129,141,30,30,0,3,63,14,1,0,61,131,21,182,24,0,64,68,22,46,270,85,185,73,68,73,68,67,68,3,2,270,3.97,1.2,53,14,27,40,6,18,43,67,0,8,0,59,50,11,65,2,64,3,8,0,64,53,0,52,44,41,11,4,1,54,64,22,35,53,37,6,7,4,1,7,24,0,2
9,Ciudad de México,13,Xochimilco,138,Tepetitla (Tlacoxpan)," 99°08'31.968"" W","19°14'07.101"" N",2422,102,51,51,1,1,0,101,50,51,98,49,49,84,41,43,80,38,42,71,35,36,5,2,3,12,7,5,11,6,5,4,3,1,9,3,6,15,6,9,29,4,2,2,100,22,79,1,4,2,2,11,7,4,7,4,3,15,4,11,9,5,4,8,4,4,5,2,3,13,7,6,11,6,5,2,1,1,10,5,5,3,2,1,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,64,33,31,38,18,20,94,47,47,4,2,2,11,5,6,0,0,0,11,5,6,11,0,11,27,1,0,1,3,1,0,0,1,1,0,10,1,9,0,1,0,0,2,87,0,0,0,0,0,0,0,0,0,8,3,5,7,1,6,0,0,0,1,0,1,1,0,1,3,2,1,10,5,5,3,2,1,27,16,11,28,11,17,9.99,9.89,10.07,58,26,32,26,15,11,56,25,31,2,1,1,57,45,30,14,0,0,0,0,0,1,33,45,6,72,4,0,26,23,6,17,102,27,75,31,23,31,23,23,23,4,4,102,4.43,1.1,21,2,5,18,2,3,18,23,0,9,0,14,20,20,23,0,23,0,9,0,23,11,0,22,17,13,12,2,2,17,22,7,6,23,7,7,3,3,0,0,14,0,1
9,Ciudad de México,13,Xochimilco,139,Tlacualleli (El Calvario)," 99°04'40.560"" W","19°14'32.173"" N",2302,91,49,42,3,3,0,88,46,42,82,43,39,64,32,32,59,29,30,53,27,26,9,6,3,15,8,7,11,8,3,5,3,2,6,2,4,12,5,7,22,3,3,0,85.71,32,59,0,9,6,3,16,9,7,7,5,2,9,3,6,9,4,5,11,6,5,10,4,6,4,1,3,4,2,2,3,2,1,3,2,1,3,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,70,38,32,21,11,10,82,43,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,20,1,16,2,1,2,4,1,68,2,1,1,1,1,0,1,0,1,1,0,1,3,1,2,0,0,0,3,2,1,2,1,1,3,3,0,7,5,2,1,1,0,25,9,16,20,10,10,9,8.34,9.63,49,18,31,15,14,1,49,18,31,0,0,0,23,68,14,10,0,0,44,0,1,0,21,34,9,52,4,0,35,25,18,7,91,60,31,26,25,26,25,25,25,0,1,91,3.64,2.6,22,3,20,5,20,0,5,25,0,0,0,25,12,1,18,7,24,1,0,0,24,19,0,15,15,5,4,2,7,17,21,7,8,17,5,1,1,0,2,5,15,0,1
9,Ciudad de México,13,Xochimilco,140,Tlaltepetla (Tehuistitla)," 99°06'55.232"" W","19°13'28.258"" N",2370,148,79,69,4,1,3,144,78,66,141,76,65,121,62,59,111,57,54,101,50,51,4,3,1,19,13,6,21,11,10,10,5,5,10,7,3,18,7,11,43,9,5,4,87.34,37,106,5,7,3,4,14,11,3,16,8,8,15,11,4,13,3,10,9,3,6,13,8,5,9,4,5,17,10,7,7,4,3,9,3,6,10,6,4,4,2,2,2,1,1,2,1,1,0,0,0,0,0,0,1,1,0,2.13,93,47,46,53,31,22,135,73,62,6,3,3,4,3,1,0,0,0,4,3,1,4,0,4,16,0,0,0,10,7,2,1,2,0,1,18,5,13,0,5,0,4,1,120,2,1,1,2,1,1,5,2,3,5,2,3,4,2,2,1,1,0,7,5,2,5,4,1,12,6,6,12,6,6,6,2,4,31,16,15,39,18,21,9.23,8.81,9.67,82,35,47,39,27,12,81,35,46,1,0,1,41,107,15,9,0,4,65,12,3,0,46,64,11,125,4,0,19,39,19,20,148,77,71,46,39,45,38,39,39,6,1,148,3.79,1.17,36,3,20,19,4,8,27,39,0,22,5,17,27,11,38,1,37,2,20,0,37,26,0,32,26,13,11,2,13,34,36,8,10,36,13,6,6,7,1,3,22,0,1
9,Ciudad de México,13,Xochimilco,143,Tlalatlaco," 99°08'37.546"" W","19°13'31.371"" N",2420,105,48,57,4,3,1,101,45,56,101,45,56,82,39,43,78,37,41,70,34,36,1,1,0,18,5,13,16,6,10,4,2,2,8,3,5,6,3,3,30,9,5,4,118.75,27,73,5,4,3,1,13,4,9,10,4,6,9,3,6,5,3,2,10,5,5,9,4,5,15,9,6,11,4,7,3,2,1,4,2,2,3,0,3,4,2,2,4,3,1,0,0,0,0,0,0,1,0,1,0,0,0,1.95,81,36,45,24,12,12,101,45,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,3,1,0,1,0,2,1,96,0,0,0,2,0,2,0,0,0,5,2,3,3,1,2,1,0,1,2,1,1,3,2,1,7,6,1,19,8,11,2,0,2,26,12,14,17,7,10,8.13,7.62,8.59,50,18,32,30,20,10,49,18,31,1,0,1,64,41,29,1,0,4,6,0,0,1,28,50,4,82,5,0,17,26,4,22,105,10,95,30,26,30,26,26,26,4,0,105,04.04,1.33,26,0,13,13,3,7,16,26,0,4,0,22,18,21,26,0,24,2,3,0,24,15,0,10,14,0,10,2,3,24,24,4,0,24,6,4,0,2,0,2,19,0,1
9,Ciudad de México,13,Xochimilco,146,Tlatzala (Cuayuca)," 99°04'38.567"" W","19°14'10.176"" N",2421,207,102,105,14,9,5,193,93,100,188,91,97,166,80,86,156,75,81,143,69,74,10,2,8,17,11,6,19,12,7,10,5,5,13,6,7,32,15,17,54,19,9,10,102.94,51,144,12,19,11,8,18,7,11,14,9,5,21,10,11,24,11,13,18,7,11,14,5,9,11,5,6,16,10,6,11,6,5,10,5,5,12,7,5,7,3,4,5,3,2,3,0,3,2,2,0,1,0,1,1,1,0,2.15,142,67,75,65,35,30,185,88,97,3,3,0,18,8,10,0,0,0,18,8,10,18,0,18,46,2,1,1,17,6,5,3,4,2,6,31,8,23,2,4,0,14,2,159,5,2,3,1,0,1,1,0,1,8,6,2,4,3,1,1,0,1,8,4,4,8,5,3,23,9,14,29,18,11,9,1,8,54,22,32,29,16,13,7.6,7.68,7.53,112,41,71,54,39,15,110,40,70,2,1,1,82,125,32,7,0,1,86,0,0,0,58,83,25,178,16,0,13,46,13,33,207,48,159,50,46,50,46,46,46,4,0,207,4.5,1.34,43,3,13,33,7,9,30,44,2,44,0,2,30,4,42,4,46,0,42,0,43,34,0,33,16,9,10,2,3,30,41,9,20,40,21,5,2,2,4,4,21,0,1
9,Ciudad de México,13,Xochimilco,147,Isla de las Muñecas," 99°05'17.134"" W","19°16'22.355"" N",2226,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
9,Ciudad de México,13,Xochimilco,151,Tepuente," 99°09'07.648"" W","19°13'42.141"" N",2650,48,23,25,3,2,1,45,21,24,45,21,24,38,19,19,37,18,19,32,16,16,0,0,0,7,2,5,6,2,4,1,1,0,5,2,3,3,0,3,13,4,3,1,108.7,11,33,4,3,2,1,5,1,4,3,2,1,5,2,3,3,0,3,4,3,1,4,2,2,8,4,4,2,1,1,3,1,2,3,2,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,2,1,1,0,0,0,2.47,34,15,19,12,7,5,45,21,24,0,0,0,6,3,3,0,0,0,6,3,3,6,0,6,9,0,0,0,4,3,1,1,1,1,1,3,2,2,0,0,0,0,2,40,0,0,0,1,1,0,0,0,0,4,1,3,1,0,1,1,1,0,0,0,0,0,0,0,5,3,2,4,2,2,2,0,2,12,5,7,12,7,5,9.14,9.39,8.89,27,12,15,11,7,4,27,12,15,0,0,0,31,17,11,1,0,0,5,0,0,0,12,22,4,40,3,0,5,15,8,7,48,27,21,18,15,18,15,15,15,1,2,48,3.2,1.2,15,0,6,9,3,3,9,15,0,6,0,9,13,12,15,0,15,0,6,0,15,7,0,13,8,7,8,1,0,10,14,7,5,15,5,0,0,1,1,0,7,0,1
9,Ciudad de México,13,Xochimilco,157,Tipipili," 99°05'04.296"" W","19°14'01.908"" N",2414,709,354,355,42,21,21,667,333,334,643,322,321,547,273,274,513,254,259,473,236,237,36,18,18,84,42,42,99,51,48,34,19,15,40,18,22,110,55,55,195,51,26,25,100.28,196,483,30,66,32,34,65,35,30,65,33,32,77,36,41,73,37,36,64,24,40,52,27,25,53,30,23,40,22,18,41,19,22,36,21,15,26,12,14,21,12,9,16,9,7,4,2,2,6,1,5,3,1,2,1,1,0,2.17,434,215,219,273,138,135,615,305,310,28,17,11,46,24,22,1,1,0,45,23,22,46,1,45,137,39,15,24,50,17,32,8,8,3,8,144,39,87,6,20,4,42,11,513,9,5,4,5,1,4,2,0,2,25,15,10,16,10,6,4,2,2,33,24,9,25,17,8,72,40,32,102,46,56,47,21,26,144,72,72,114,54,60,7.84,7.53,8.15,373,145,228,173,128,45,364,140,224,9,5,4,301,408,109,29,0,4,266,1,2,0,172,290,85,460,77,3,164,195,76,119,709,262,447,281,195,281,195,194,195,67,19,709,3.64,1.51,165,29,114,80,59,56,79,185,9,13,1,181,166,23,155,31,177,17,13,1,153,143,4,103,85,33,47,7,28,149,165,25,20,181,56,13,18,14,12,10,131,4,3
9,Ciudad de México,13,Xochimilco,160,Tochuca (San Salvador)," 99°06'09.242"" W","19°12'08.435"" N",2609,370,169,201,9,2,7,361,167,194,355,163,192,317,147,170,299,143,156,274,134,140,12,5,7,32,15,17,40,15,25,18,4,14,25,9,16,51,20,31,104,27,12,15,118.93,71,277,22,15,6,9,24,10,14,32,10,22,38,16,22,38,13,25,42,15,27,27,19,8,19,9,10,26,15,11,32,17,15,31,19,12,19,8,11,5,1,4,7,3,4,2,1,1,9,5,4,1,0,1,3,2,1,02.01,266,119,147,103,50,53,349,162,187,6,1,5,17,8,9,0,0,0,17,8,9,17,0,17,40,12,8,4,33,12,20,3,6,3,6,69,10,57,2,7,0,8,9,265,3,1,2,3,1,2,0,0,0,22,8,14,14,6,8,2,0,2,11,10,1,13,11,2,21,7,14,24,10,14,8,4,4,68,36,32,148,69,79,10.08,9.83,10.31,220,93,127,97,54,43,218,92,126,2,1,1,124,246,40,51,0,7,94,50,5,0,112,183,22,281,29,0,59,100,26,74,370,89,281,122,100,74,52,100,100,15,7,370,3.7,0.97,95,5,40,60,11,17,72,100,0,43,8,57,75,59,99,0,98,2,43,0,98,48,0,82,76,58,50,8,11,80,96,49,69,93,68,19,17,15,2,6,27,1,2
9,Ciudad de México,13,Xochimilco,162,Pepelaxtla," 99°06'45.134"" W","19°13'02.172"" N",2411,343,168,175,15,4,11,328,164,164,315,156,159,276,140,136,259,131,128,242,122,120,19,10,9,33,14,19,40,19,21,17,9,8,17,9,8,50,26,24,98,24,14,10,104.17,84,246,13,28,12,16,25,10,15,31,15,16,28,13,15,39,22,17,40,22,18,22,9,13,20,8,12,18,8,10,28,16,12,25,13,12,15,6,9,11,5,6,8,5,3,1,1,0,1,1,0,2,1,1,1,1,0,2,250,119,131,93,49,44,297,143,154,18,13,5,18,10,8,1,1,0,17,9,8,18,1,17,60,3,2,1,30,8,24,1,1,1,2,67,13,45,7,9,1,22,6,242,6,3,3,3,2,1,1,1,0,15,8,7,17,8,9,2,1,1,9,5,4,7,6,1,22,8,14,34,19,15,14,5,9,55,28,27,115,58,57,9.76,9.69,9.84,186,80,106,90,60,30,181,77,104,5,3,2,170,173,71,53,0,0,46,0,3,3,98,160,18,253,16,0,74,84,18,66,343,70,273,98,84,97,83,84,84,11,3,343,04.08,01.07,82,2,29,55,14,15,55,82,2,79,32,5,58,18,78,6,84,0,77,0,82,48,1,66,56,27,32,7,21,66,78,29,42,78,44,7,12,16,4,6,38,3,2
9,Ciudad de México,13,Xochimilco,163,Tecacalango," 99°06'25.550"" W","19°13'04.335"" N",2424,207,106,101,6,3,3,201,103,98,194,98,96,168,82,86,154,77,77,139,70,69,11,9,2,22,12,10,28,12,16,14,5,9,15,7,8,19,9,10,61,14,6,8,95.28,53,144,10,13,8,5,18,13,5,22,8,14,23,9,14,11,7,4,16,5,11,15,10,5,24,14,10,10,6,4,20,10,10,12,6,6,9,4,5,4,2,2,5,2,3,1,0,1,1,1,0,3,1,2,0,0,0,1.49,176,92,84,31,14,17,192,98,94,1,0,1,5,1,4,0,0,0,5,1,4,5,0,5,25,0,0,0,9,7,2,2,0,2,2,18,12,5,0,4,0,3,1,180,4,4,0,0,0,0,0,0,0,14,6,8,6,3,3,0,0,0,2,2,0,1,0,1,7,4,3,19,12,7,12,6,6,41,17,24,67,34,33,9.95,9.86,10.05,116,51,65,52,31,21,115,51,64,1,0,1,44,163,67,34,0,3,63,0,0,0,56,89,23,176,4,0,27,50,16,34,207,58,149,55,50,55,50,50,50,1,4,207,4.14,01.07,48,2,16,34,3,8,39,50,0,47,1,3,41,36,49,1,50,0,47,0,49,21,0,44,30,21,27,8,7,48,47,22,30,47,24,8,7,8,0,1,21,0,1
9,Ciudad de México,13,Xochimilco,164,Tzompole," 99°07'03.750"" W","19°12'14.585"" N",2588,39,19,20,2,2,0,37,17,20,37,17,20,33,15,18,30,14,16,27,13,14,1,1,0,3,1,2,5,2,3,3,1,2,3,1,2,7,2,5,12,2,2,0,105.26,9,29,1,2,2,0,2,1,1,5,2,3,5,2,3,5,1,4,1,1,0,0,0,0,2,2,0,7,4,3,5,2,3,3,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.8,27,13,14,12,6,6,36,16,20,1,1,0,6,1,5,0,0,0,6,1,5,6,0,6,11,1,1,0,3,0,0,2,1,1,1,10,4,5,0,1,0,1,1,26,0,0,0,0,0,0,0,0,0,3,1,2,1,0,1,0,0,0,0,0,0,1,1,0,3,3,0,7,4,3,2,1,1,7,1,6,9,4,5,8.43,7.36,9.38,19,6,13,13,9,4,18,5,13,1,1,0,11,28,3,4,0,2,19,0,0,0,9,23,1,34,0,0,5,10,3,7,39,13,26,10,10,10,10,10,10,0,0,39,3.9,1.22,8,2,6,4,2,3,5,9,1,7,4,3,10,4,9,0,9,1,6,0,8,8,0,7,4,0,2,1,4,9,8,2,1,10,2,1,2,2,0,0,7,0,1
9,Ciudad de México,13,Xochimilco,165,Cacalco (Tepextenco)," 99°07'29.025"" W","19°11'40.128"" N",2635,18,8,10,0,0,0,18,8,10,18,8,10,15,5,10,12,3,9,10,3,7,1,1,0,2,2,0,5,4,1,3,2,1,2,0,2,2,0,2,2,0,0,0,125,6,12,0,0,0,0,2,2,0,4,3,1,2,0,2,2,0,2,2,0,2,1,1,0,1,0,1,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,13,6,7,5,2,3,18,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,1,1,0,1,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,3,0,3,8,2,6,0,0,0,8,6,8.67,11,4,7,4,1,3,11,4,7,0,0,0,8,10,0,0,0,0,10,0,0,0,8,6,1,8,0,0,10,4,1,3,18,3,15,5,4,4,3,4,4,1,0,18,4.5,1.5,4,0,1,3,0,1,3,4,0,3,3,1,3,0,4,0,4,0,3,0,4,3,0,2,3,1,1,0,1,4,4,0,0,4,1,1,0,0,0,0,3,0,1
9,Ciudad de México,13,Xochimilco,168,Texalco (Joyas de Texalco)," 99°06'01.305"" W","19°12'24.097"" N",2563,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
9,Ciudad de México,13,Xochimilco,169,Apatlaco," 99°05'11.613"" W","19°15'52.819"" N",2230,95,47,48,4,1,3,91,46,45,87,45,42,73,39,34,69,36,33,63,32,31,5,2,3,13,5,8,15,8,7,4,3,1,6,4,2,5,1,4,31,5,2,3,102.13,26,66,3,8,2,6,8,3,5,10,6,4,7,4,3,4,1,3,8,5,3,12,9,3,12,4,8,7,5,2,9,3,6,4,2,2,1,1,0,2,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1.69,69,36,33,26,11,15,87,45,42,0,0,0,7,3,4,0,0,0,7,3,4,7,0,7,20,1,0,1,4,2,2,0,3,0,0,4,0,1,0,1,0,2,4,83,1,0,1,0,0,0,1,0,1,4,2,2,1,0,1,0,0,0,6,2,4,3,2,1,10,5,5,14,6,8,5,2,3,24,13,11,10,6,4,7.45,7.61,7.27,65,32,33,8,7,1,65,32,33,0,0,0,35,60,2,0,0,0,58,0,0,0,20,51,2,74,8,0,13,26,6,20,95,21,74,30,26,30,26,26,26,4,0,95,3.65,1.48,23,3,15,11,7,8,11,26,0,2,2,24,11,2,9,15,19,7,1,0,11,21,0,8,10,1,5,0,19,20,21,3,3,23,4,5,1,4,1,2,20,0,1
