"entidad","nom_ent","mun","nom_mun","loc","nom_loc","longitud","latitud","altitud","pobtot","pmascul","pfemeni","pob0_4","p5_mas","pob6_14","pob12_","pob15_","pob15_17","pob15_24","pobf15_49","pob18_","pmasc18_","pfemen18_","psderss","pcderss","pderimss","pderiste","pnacent","pnacoent","p5_res95","p5_reso95","pcondisc","pcdismot","pcdisaud","pcdisvis","pcdismen","pcdislen","psindisc","p6_14slee","p6_14nlee","p15_alfab","p15_analf","p5_asiesc","p5_naesc","p6_14aesc","p6_14naesc","p15_17aesc","p15_24aesc","p15_24nesc","p15_sinstr","p15_sprima","p15_cprima","p15_pospri","p15_ssecu","p15_csecu","p15_sinsec","p15_consec","p15_cmedss","p18_smedsu","p18_cmedsu","p18_csuper","gradoesco","psolter12_","pcasada12_","p5_hli","p5_hliyne","p5_hliye","p5_catolic","p5_ncatoli","p5_sinreli","pecoactiv","pecoinact","pocupada","pocusecp","pocusecs","pocusect","pocuningr","p_1sm","p1_2sm","p2_5sm","p6_10sm","p10_sm","pnotraba","p_32htra","p33_40htr","p41_48htr","p48_htr","totvivhab","vivparhab","ocuvivpar","pro_ovp","pro_ocvp","vp_pardes","vp_tecdes","vp_pisdes","vp_ccuart","vp2_5cuar","vp_2cuar","v_1cuarto","vp_cocgas","vp_coclen","vp_coccar","vp_cocpet","vp_sersan","vp_aguent","vp_drenaj","vp_electr","vp_dreagu","vp_dreele","vp_aguele","vp_agdrel","vp_noade","vp_propia","vp_ppagad","vp_ppagan","vp_rentad","vp_cbiene","vp_sbiene","vp_radio","vp_tv","vp_video","vp_refri","vp_lavad","vp_telef","vp_boiler","vp_autom","tothog","hogjefm","hogjeff","pobhog","phogjefm","phogjeff"
31,Yucatán,000,Total de la entidad Yucatán,0000,TOTAL DE LA ENTIDAD,,,,1658210,818205,840005,173213,1472683,332163,1212854,1103497,107123,335659,438882,996374,483351,513023,893432,747250,651234,85550,1529399,116629,1422300,47089,47774,19731,7225,17667,6753,2139,1595818,286349,44929,966608,135581,29246,6704,308166,22933,64088,117070,217426,121501,282291,182274,507285,59150,170471,586275,233932,273353,733509,154542,98666,7,445414,675325,549532,48066,497722,1241108,169516,220357,623033,586740,618448,106170,174285,328971,57168,145770,214924,122313,37051,18060,10881,121250,106557,145425,217489,373432,371242,1645421,4.43,1.71,6303,38285,349258,105612,248013,91297,50268,227967,132884,4422,93,281762,332519,216964,353997,210505,215674,323813,209597,7462,313418,259107,43818,26766,17145,30030,292706,307738,104513,215794,193149,105081,74913,86783,387573,319320,68253,1645489,1408724,236765
31,Yucatán,000,Total de la entidad Yucatán,9998,LOCALIDADES DE UNA VIVIENDA,,,,7296,4472,2824,836,6425,1389,5398,4872,470,1372,1340,4402,2803,1599,5652,1503,1382,80,6874,323,6088,249,173,57,32,79,19,12,7018,961,424,3131,1656,63,97,978,401,160,200,1148,1549,1925,659,604,184,235,4133,420,184,4098,107,65,5,1840,3184,4597,730,3836,5395,592,909,3245,2062,3242,2659,233,332,763,1000,1220,137,19,13,32,457,416,751,1531,2018,2005,6993,3.49,1.85,27,220,1344,1308,668,846,673,267,1705,5,2,841,538,498,743,301,358,357,236,988,858,799,24,17,7,855,992,479,72,257,136,67,98,132,2051,1988,63,7002,6783,219
31,Yucatán,000,Total de la entidad Yucatán,9999,LOCALIDADES DE DOS VIVIENDAS,,,,2993,1662,1331,394,2515,574,2039,1859,202,609,643,1657,943,714,2349,527,513,10,2826,82,2463,45,71,27,15,34,15,9,2830,406,168,1173,683,35,43,441,131,39,69,537,657,685,272,225,46,102,1615,148,77,1567,42,29,4,727,1223,1966,567,1377,2109,246,375,1153,884,1152,891,105,146,448,287,321,57,3,6,14,176,211,264,463,702,679,2865,4.22,2.06,10,64,393,428,240,300,221,82,589,0,0,287,195,141,267,107,123,150,96,345,391,358,9,2,7,314,302,165,35,75,46,29,51,43,688,647,41,2865,2700,165
31,Yucatán,001,Abalá,0000,TOTAL MUNICIPAL,,,,5230,2701,2529,578,4626,1098,3762,3391,358,1119,1237,3033,1597,1436,2724,2450,2359,77,5163,12,4588,10,253,99,38,127,14,11,4891,884,212,2638,750,119,10,999,92,164,212,895,1050,1017,666,638,143,386,2733,529,109,2916,86,11,4,1300,2222,3331,309,3001,3183,555,1395,1652,2084,1645,528,566,506,135,631,687,118,4,2,23,323,305,453,466,1138,1134,5214,4.60,3.09,22,580,1068,701,422,567,288,123,997,3,0,581,1024,65,1043,59,63,960,57,22,1034,934,6,4,0,185,755,790,55,317,222,7,1,27,1244,1112,132,5214,4723,491
31,Yucatán,001,Abalá,0001,ABALA,0894047,203848,17,1614,824,790,142,1462,324,1208,1095,115,347,403,980,516,464,587,1008,938,72,1594,7,1453,5,79,38,9,29,10,5,1515,273,50,935,160,37,1,309,12,80,109,234,113,405,209,362,63,213,727,276,86,897,68,9,5,450,685,661,14,642,1311,95,143,540,666,538,143,166,218,88,165,207,60,2,1,5,122,114,114,169,375,373,1606,4.31,2.60,1,199,358,205,163,167,81,58,313,0,0,113,326,49,348,44,48,308,43,7,320,273,4,3,0,47,247,284,33,122,100,1,1,16,387,348,39,1606,1479,127
31,Yucatán,001,Abalá,0003,MUCUYCHE,0893615,203720,12,435,220,215,48,387,102,308,275,33,82,96,242,124,118,356,79,77,2,431,1,384,1,21,9,6,12,0,1,405,95,7,201,74,9,1,98,2,16,18,63,54,133,44,40,19,18,231,37,3,236,2,0,3,104,182,365,27,338,229,119,155,146,161,145,35,72,37,8,103,28,1,1,0,5,48,29,34,23,102,102,435,4.26,3.33,1,62,95,76,23,46,47,2,99,0,0,77,95,3,88,3,2,85,2,3,95,48,0,0,0,31,52,50,3,16,9,0,0,0,111,101,10,435,409,26
31,Yucatán,001,Abalá,0005,SIHUNCHEN,0894048,204135,12,294,159,135,34,260,51,221,200,22,68,71,178,99,79,66,224,220,2,293,0,254,3,16,4,4,10,1,1,276,47,4,169,31,9,0,47,4,9,10,58,29,91,44,34,17,12,164,29,5,171,5,0,4,75,138,156,1,153,257,0,2,97,121,97,51,17,28,3,18,62,8,0,0,0,10,10,41,27,62,62,294,4.74,3.23,1,43,55,37,25,34,8,16,46,0,0,56,61,0,57,0,0,56,0,0,59,59,0,0,0,3,45,56,5,30,27,1,0,2,72,71,1,294,291,3
31,Yucatán,001,Abalá,0006,TEMOZON,0893908,204123,9,634,332,302,62,568,109,480,443,43,152,168,400,216,184,144,471,461,0,630,1,566,1,62,17,10,39,2,2,549,90,18,358,85,13,3,87,21,13,17,134,75,147,125,94,18,70,347,88,6,393,5,0,5,164,282,426,11,413,515,38,46,234,234,234,58,61,106,7,48,153,7,1,1,4,33,17,81,84,126,126,634,5.03,3.56,0,4,121,82,43,94,12,25,98,1,0,98,114,5,122,5,5,111,5,1,125,123,0,0,0,8,98,107,6,54,47,1,0,4,156,143,13,634,583,51
31,Yucatán,001,Abalá,0007,UAYALCEH,0893538,204140,9,1759,905,854,230,1522,407,1202,1069,123,386,409,946,479,467,1337,412,410,1,1728,0,1504,0,37,13,5,19,1,1,1694,291,116,723,344,40,5,358,48,33,42,338,727,104,171,63,9,48,1002,57,6,937,3,2,2,398,726,1502,255,1239,453,303,1043,487,709,484,187,190,85,21,225,177,39,0,0,9,94,97,136,121,359,358,1755,4.90,3.32,18,246,327,213,143,157,115,17,334,1,0,169,326,5,331,4,5,309,4,6,345,343,1,0,0,75,237,223,5,67,24,2,0,3,393,334,59,1755,1518,237
31,Yucatán,001,Abalá,0008,PEBA,0894108,204321,12,234,115,119,29,204,48,166,150,13,36,45,137,75,62,126,108,108,0,234,0,204,0,14,8,1,4,0,1,220,48,0,127,23,5,0,48,0,8,10,26,17,77,23,32,10,19,117,29,3,133,3,0,4,57,95,116,0,115,204,0,0,78,88,78,35,22,21,6,39,29,1,0,0,0,6,29,21,19,51,51,234,4.59,3.25,1,23,50,33,18,27,11,3,47,1,0,21,49,2,48,2,2,47,2,1,37,35,1,0,0,4,39,38,3,17,11,1,0,1,59,51,8,234,195,39
31,Yucatán,001,Abalá,0009,CACAO,0894447,204134,11,235,133,102,30,201,52,160,143,8,46,42,135,78,57,93,138,135,0,228,3,201,0,22,8,3,14,0,0,209,37,15,110,32,5,0,48,4,4,5,41,32,56,44,10,6,4,132,10,0,134,0,0,4,49,103,94,1,90,196,0,2,60,98,59,12,36,10,1,30,26,1,0,0,0,5,9,26,18,55,54,231,4.28,3.98,0,1,54,50,4,37,13,0,54,0,0,43,50,0,45,0,0,41,0,0,51,51,0,1,0,16,31,30,0,9,3,1,0,0,58,56,2,231,223,8
31,Yucatán,001,Abalá,0023,SAN PEDRO OCHIL,0894300,203854,12,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,001,Abalá,0025,SAN JUAN TEHBACAL,0893749,204308,9,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,001,Abalá,0026,SANTA TERESITA,0893744,204306,9,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,001,Abalá,0027,VICTOR,0894054,203938,9,10,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,001,Abalá,0053,INNOMINADO,0894120,203856,17,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,001,Abalá,0054,INNOMINADO,0894242,204004,12,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,001,Abalá,9998,LOCALIDADES DE UNA VIVIENDA,,,,9,7,2,1,8,1,7,7,0,1,1,7,5,2,7,2,2,0,9,0,8,0,0,0,0,0,0,0,9,0,1,6,1,0,0,0,1,0,0,1,3,0,2,2,0,2,5,2,0,7,0,0,4,0,5,4,0,4,6,0,2,5,2,5,4,0,1,1,0,4,0,0,0,0,0,0,0,5,4,4,9,2.25,1.50,0,0,4,3,1,3,0,2,2,0,0,4,1,1,2,1,1,1,1,2,1,1,0,0,0,1,3,0,0,0,0,0,0,1,4,4,0,9,9,0
31,Yucatán,001,Abalá,9999,LOCALIDADES DE DOS VIVIENDAS,,,,16,6,10,2,14,4,10,9,1,1,2,8,5,3,8,8,8,0,16,0,14,0,2,2,0,0,0,0,14,3,1,9,0,1,0,4,0,1,1,0,0,4,4,1,1,0,8,1,0,8,0,0,5,3,6,7,0,7,12,0,2,5,5,5,3,2,0,0,3,1,1,0,0,0,5,0,0,0,4,4,16,4,2.67,0,2,4,2,2,2,1,0,4,0,0,0,2,0,2,0,0,2,0,2,1,1,0,0,0,0,3,2,0,2,1,0,0,0,4,4,0,16,16,0
31,Yucatán,002,Acanceh,0000,TOTAL MUNICIPAL,,,,13166,6576,6590,1362,11760,2635,9781,8848,922,3049,3561,7926,3989,3937,6931,6157,6017,145,12963,154,11635,103,254,106,47,80,37,13,12844,2242,384,7485,1359,199,73,2426,200,510,772,2267,1235,2551,1892,3119,492,1508,5680,2002,1117,6870,779,228,6,3857,5277,5568,51,5480,10793,726,879,4840,4921,4802,669,2070,1993,182,1370,2334,727,66,7,90,849,535,1310,1933,2662,2657,13146,4.95,2.65,67,583,2379,1234,1392,928,703,761,1857,20,1,1215,2497,558,2553,542,555,2416,539,21,2426,2293,59,46,4,352,1809,2015,288,827,749,110,92,159,2889,2514,375,13146,11627,1519
31,Yucatán,002,Acanceh,0001,ACANCEH,0892700,204840,10,9311,4659,4652,958,8313,1820,6951,6299,638,2165,2539,5661,2853,2808,4483,4757,4626,138,9142,128,8216,78,180,79,29,56,29,6,9072,1562,250,5377,920,126,63,1662,149,370,581,1576,856,1682,1235,2481,360,1143,3774,1504,977,4721,680,216,6,2775,3722,3491,20,3442,7966,201,271,3483,3454,3455,470,1489,1446,127,919,1634,611,65,7,74,581,432,969,1323,1851,1846,9291,5.03,2.56,32,423,1673,818,1004,605,448,598,1220,17,1,911,1727,482,1783,469,480,1680,467,16,1680,1572,53,45,3,201,1305,1487,250,598,561,103,82,139,2006,1738,268,9291,8187,1104
31,Yucatán,002,Acanceh,0002,CANICAB,0892555,205132,10,711,349,362,69,642,141,535,488,55,157,188,433,212,221,468,243,243,0,707,4,642,0,28,7,8,9,4,5,682,121,20,389,99,13,0,138,3,33,45,112,82,153,134,119,23,69,369,92,27,414,14,5,5,203,297,485,11,471,493,143,149,285,249,285,49,116,120,4,114,147,12,0,0,2,70,28,42,140,149,149,711,4.77,2.94,5,17,140,74,75,62,45,30,119,0,0,128,145,20,142,20,20,139,20,1,139,137,2,0,0,26,92,98,10,40,43,0,0,2,161,144,17,711,641,70
31,Yucatán,002,Acanceh,0003,CIBCEH,0892915,204910,10,77,45,32,6,71,14,66,57,7,24,22,50,27,23,68,9,9,0,77,0,71,0,2,1,0,1,0,0,75,14,0,31,26,0,0,13,1,3,4,20,26,24,4,3,1,2,54,3,0,50,0,0,2,40,20,70,3,67,66,0,5,29,37,29,7,13,8,3,17,9,0,0,0,0,6,2,1,20,16,16,77,4.81,3.35,1,14,14,11,5,6,6,0,16,0,0,4,16,0,11,0,0,11,0,0,0,0,0,0,0,6,6,7,0,1,0,0,0,0,17,14,3,77,64,13
31,Yucatán,002,Acanceh,0005,PETECTUNICH,0892835,205027,10,522,277,245,59,463,125,367,325,52,132,121,273,152,121,387,135,135,0,520,1,462,0,7,4,1,2,1,0,515,92,33,232,92,13,0,113,12,19,20,111,81,132,72,38,18,16,286,34,4,268,4,0,4,151,191,407,5,400,383,53,74,166,200,161,28,94,35,5,46,93,12,0,0,2,30,9,29,90,105,105,522,4.97,3.48,4,27,85,62,42,43,41,3,101,0,0,14,100,1,101,1,1,98,1,2,99,95,1,0,0,22,63,64,3,16,15,0,1,1,112,97,15,522,453,69
31,Yucatán,002,Acanceh,0006,SACCHICH,0892620,204953,10,243,118,125,29,214,48,176,159,21,66,70,138,66,72,136,106,106,0,243,0,214,0,6,2,0,3,1,1,237,39,9,129,30,7,0,44,4,10,15,51,29,45,41,44,12,18,115,30,14,125,12,1,5,76,89,72,1,71,169,36,42,80,96,80,28,26,26,1,33,39,7,0,0,1,11,5,16,47,49,49,243,4.96,3.04,2,10,41,27,22,14,17,4,44,1,0,11,49,3,46,3,3,46,3,0,48,46,0,0,0,8,30,25,1,13,16,1,1,1,52,45,7,243,216,27
31,Yucatán,002,Acanceh,0010,TEPICH CARRILLO,0892948,205238,10,760,392,368,78,682,145,563,516,49,161,203,467,239,228,333,427,422,5,749,11,668,12,7,4,0,3,0,0,753,128,17,454,62,15,6,137,8,27,38,122,54,176,114,172,28,97,344,125,47,429,34,4,5,215,314,422,6,416,591,72,91,280,282,279,33,110,127,6,81,155,36,0,0,2,37,27,93,120,146,146,760,5.21,2.55,6,10,138,49,94,49,31,49,96,0,0,52,142,26,140,26,25,138,25,1,138,135,3,0,1,21,96,108,11,58,45,3,6,6,159,147,12,760,699,61
31,Yucatán,002,Acanceh,0011,TICOPO,0892630,205325,10,1416,666,750,142,1270,315,1042,928,90,325,388,838,407,431,969,441,437,2,1399,10,1257,13,23,9,9,5,2,1,1385,268,46,819,108,24,3,296,19,44,65,260,83,308,280,253,45,160,671,206,47,798,34,2,5,369,597,553,5,545,1072,190,195,475,564,471,32,212,222,29,143,242,48,1,0,9,109,26,150,172,319,319,1416,4.44,2.88,13,70,267,174,142,132,109,75,238,1,0,91,297,22,306,22,22,285,22,0,301,288,0,1,0,60,200,210,13,93,68,3,2,7,351,302,49,1416,1262,154
31,Yucatán,002,Acanceh,0014,DZITINA,0892402,204703,10,82,44,38,14,68,18,54,49,8,14,20,41,19,22,64,18,18,0,82,0,68,0,0,0,0,0,0,0,82,11,7,36,13,1,0,14,4,3,3,11,15,22,8,4,3,1,45,4,0,41,0,0,3,24,26,43,0,43,16,31,52,26,28,26,15,6,5,6,11,8,0,0,0,0,3,6,7,10,14,14,82,5.86,4.32,2,9,11,10,4,10,2,0,13,1,0,0,14,0,13,0,0,13,0,0,14,14,0,0,0,4,8,9,0,1,0,0,0,2,17,14,3,82,63,19
31,Yucatán,002,Acanceh,0019,SAN JOSE,0892558,205159,10,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,002,Acanceh,0022,"GAVILANES, LOS",0892524,205123,10,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,002,Acanceh,0028,SAN EMILIO,0892614,205024,10,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,002,Acanceh,0030,"JALAPEÑOS, LOS",0892755,204818,10,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,002,Acanceh,0032,GUADALUPANO,0892613,205023,10,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,002,Acanceh,0033,ACANCEH,0892727,204915,10,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,002,Acanceh,0034,INNOMINADO,0892745,204927,10,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,002,Acanceh,0035,INNOMINADO,0892731,204912,10,17,8,9,3,14,3,10,10,0,2,4,10,5,5,13,4,4,0,17,0,14,0,1,0,0,1,0,0,16,2,1,7,3,0,1,3,0,0,0,2,3,4,0,3,0,2,7,2,1,9,1,0,4,1,9,8,0,8,14,0,0,5,5,5,0,3,1,0,2,3,0,0,0,0,1,0,2,2,4,4,17,4.25,2.43,1,2,2,2,2,1,1,0,4,0,0,1,4,1,3,1,1,3,1,0,4,3,0,0,0,1,3,2,0,2,0,0,0,0,5,4,1,17,15,2
31,Yucatán,002,Acanceh,0039,SAN AGUSTIN TRES,0892533,204838,10,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,002,Acanceh,0046,SAN JOSE UITZA,0892715,205145,10,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,002,Acanceh,9998,LOCALIDADES DE UNA VIVIENDA,,,,27,18,9,4,23,6,17,17,2,3,6,15,9,6,10,17,17,0,27,0,23,0,0,0,0,0,0,0,27,5,1,11,6,0,0,6,0,1,1,2,6,5,4,2,2,0,15,2,0,15,0,0,3,3,12,17,0,17,23,0,0,11,6,11,7,1,3,1,4,4,1,0,0,0,1,0,1,9,9,9,27,3,2.45,1,1,8,7,2,6,3,2,6,0,0,3,3,3,8,0,3,3,0,1,3,3,0,0,0,3,6,5,0,5,1,0,0,1,9,9,0,27,27,0
31,Yucatán,003,Akil,0000,TOTAL MUNICIPAL,,,,9413,4656,4757,1197,8157,2351,6293,5534,703,2018,2326,4831,2341,2490,8672,710,300,412,9258,101,8058,86,181,67,34,65,25,11,9171,1935,411,4329,1201,214,58,1980,364,267,394,1622,1082,2094,917,1410,267,597,4095,864,546,4337,303,163,5,2312,3661,6241,435,5789,4952,2489,3148,3155,3127,3130,1520,562,1021,611,1559,605,208,57,8,42,819,468,646,1048,1834,1826,9366,5.13,2.94,17,19,1675,968,843,776,386,291,1512,1,2,902,1717,825,1699,810,811,1625,798,31,1647,1564,31,31,1,381,1045,1170,111,401,628,80,52,210,1917,1669,248,9366,8425,941
31,Yucatán,003,Akil,0001,AKIL,0892052,201556,31,9279,4581,4698,1186,8042,2318,6200,5453,692,1982,2301,4761,2298,2463,8548,710,300,412,9148,86,7956,73,180,67,33,65,25,11,9048,1911,402,4274,1175,214,57,1955,356,263,379,1601,1057,2070,899,1396,267,586,4028,853,543,4269,301,163,5,2265,3620,6146,409,5720,4893,2433,3092,3133,3056,3113,1506,560,1020,610,1547,602,207,57,8,42,818,468,642,1036,1814,1809,9260,5.12,2.93,17,19,1663,955,839,765,382,290,1496,1,2,900,1716,823,1691,809,809,1624,797,22,1632,1549,31,31,1,369,1041,1167,111,399,628,79,52,208,1900,1654,246,9260,8334,926
31,Yucatán,003,Akil,0003,SAN DIEGO,0892151,201521,31,21,7,14,3,18,9,11,9,0,0,3,9,4,5,21,0,0,0,21,0,18,0,0,0,0,0,0,0,21,7,2,2,7,0,0,8,1,0,0,0,5,4,0,0,0,0,9,0,0,9,0,0,1,2,8,18,6,12,7,11,11,3,8,3,2,1,0,0,2,1,0,0,0,0,0,0,1,2,4,4,21,5.25,5.25,0,0,4,4,0,4,0,0,4,0,0,1,0,1,1,0,1,0,0,3,4,4,0,0,0,3,1,1,0,0,0,0,0,1,4,4,0,21,21,0
31,Yucatán,003,Akil,0013,PLAN CHAC POZO TRES,0891926,201442,28,44,27,17,4,36,13,28,23,5,11,8,18,10,8,40,0,0,0,39,0,36,0,0,0,0,0,0,0,40,8,5,15,8,0,0,7,6,0,0,11,10,9,3,1,0,1,22,1,0,18,0,0,2,16,10,22,10,12,24,12,12,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,40,8,5,0,0,3,3,2,2,2,0,5,0,0,0,0,0,3,0,0,0,0,2,5,5,0,0,0,4,1,1,0,0,0,0,0,0,5,4,1,40,36,4
31,Yucatán,003,Akil,0019,BUENAVISTA,0892215,201258,50,11,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
