"entidad","nom_ent","mun","nom_mun","loc","nom_loc","longitud","latitud","altitud","pobtot","pmascul","pfemeni","pob0_4","p5_mas","pob6_14","pob12_","pob15_","pob15_17","pob15_24","pobf15_49","pob18_","pmasc18_","pfemen18_","psderss","pcderss","pderimss","pderiste","pnacent","pnacoent","p5_res95","p5_reso95","pcondisc","pcdismot","pcdisaud","pcdisvis","pcdismen","pcdislen","psindisc","p6_14slee","p6_14nlee","p15_alfab","p15_analf","p5_asiesc","p5_naesc","p6_14aesc","p6_14naesc","p15_17aesc","p15_24aesc","p15_24nesc","p15_sinstr","p15_sprima","p15_cprima","p15_pospri","p15_ssecu","p15_csecu","p15_sinsec","p15_consec","p15_cmedss","p18_smedsu","p18_cmedsu","p18_csuper","gradoesco","psolter12_","pcasada12_","p5_hli","p5_hliyne","p5_hliye","p5_catolic","p5_ncatoli","p5_sinreli","pecoactiv","pecoinact","pocupada","pocusecp","pocusecs","pocusect","pocuningr","p_1sm","p1_2sm","p2_5sm","p6_10sm","p10_sm","pnotraba","p_32htra","p33_40htr","p41_48htr","p48_htr","totvivhab","vivparhab","ocuvivpar","pro_ovp","pro_ocvp","vp_pardes","vp_tecdes","vp_pisdes","vp_ccuart","vp2_5cuar","vp_2cuar","v_1cuarto","vp_cocgas","vp_coclen","vp_coccar","vp_cocpet","vp_sersan","vp_aguent","vp_drenaj","vp_electr","vp_dreagu","vp_dreele","vp_aguele","vp_agdrel","vp_noade","vp_propia","vp_ppagad","vp_ppagan","vp_rentad","vp_cbiene","vp_sbiene","vp_radio","vp_tv","vp_video","vp_refri","vp_lavad","vp_telef","vp_boiler","vp_autom","tothog","hogjefm","hogjeff","pobhog","phogjefm","phogjeff"
31,Yucatán,080,Tekit,9998,LOCALIDADES DE UNA VIVIENDA,,,,80,39,41,8,72,16,59,53,5,13,17,48,26,22,71,9,9,0,80,0,72,0,1,1,0,0,0,0,79,7,9,24,29,2,1,10,6,0,0,13,28,17,8,0,0,0,53,0,0,48,0,0,2,22,34,63,30,33,63,0,9,35,24,35,26,9,0,1,25,9,0,0,0,0,9,7,8,11,19,19,80,4.21,2.88,0,10,8,13,5,12,2,0,18,0,0,2,0,1,0,0,0,0,0,17,6,6,0,1,0,15,3,0,0,0,0,0,0,0,19,19,0,80,80,0
31,Yucatán,080,Tekit,9999,LOCALIDADES DE DOS VIVIENDAS,,,,16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,081,Tekom,0000,TOTAL MUNICIPAL,,,,2660,1346,1314,308,2343,610,1884,1671,215,571,631,1456,709,747,2504,137,117,20,2619,21,2326,9,89,33,13,38,4,15,2553,530,76,1234,435,49,12,573,33,118,176,386,349,662,268,380,66,233,1280,299,81,1386,49,10,4,771,1035,2280,412,1864,2107,204,224,812,1066,811,447,181,173,296,205,198,78,2,1,13,130,75,361,209,507,505,2652,5.25,3.16,24,85,401,284,208,281,71,30,472,1,0,234,470,49,436,49,48,419,48,15,486,477,6,2,1,133,321,281,16,80,67,5,8,21,531,479,52,2652,2459,193
31,Yucatán,081,Tekom,0001,TEKOM,0881555,203603,27,2091,1049,1042,224,1858,456,1514,1352,175,467,501,1177,573,604,1939,133,113,20,2056,15,1842,9,67,27,10,24,3,12,2006,413,40,1022,328,37,12,441,12,104,157,302,256,541,197,346,57,211,995,268,78,1109,47,10,4,621,820,1798,251,1544,1699,132,148,626,882,625,294,170,152,152,191,176,75,2,1,11,96,64,250,183,407,405,2083,5.14,3.01,24,75,332,226,167,231,43,30,373,1,0,205,384,37,367,37,36,352,36,4,388,382,3,2,1,101,265,235,15,71,54,4,7,19,426,377,49,2083,1898,185
31,Yucatán,081,Tekom,0002,CHIBILUB,0882335,202612,34,217,104,113,32,185,61,137,119,17,44,50,102,50,52,216,1,1,0,217,0,184,0,9,3,1,5,1,2,208,48,12,69,50,5,0,46,14,1,1,42,37,54,24,4,1,3,115,4,0,102,0,0,3,55,80,183,79,104,184,0,0,70,67,70,54,5,11,50,8,9,1,0,0,1,11,4,43,10,36,36,217,6.03,4.34,0,1,23,22,14,23,9,0,36,0,0,5,36,0,23,0,0,23,0,0,36,36,0,0,0,14,19,14,1,3,2,1,1,1,37,36,1,217,212,5
31,Yucatán,081,Tekom,0003,DZIDZILCHE,0882250,202942,22,13,8,5,1,12,0,12,12,0,1,2,12,7,5,13,0,0,0,13,0,12,0,1,0,0,1,0,0,12,0,0,7,5,0,0,0,0,0,0,1,6,5,1,0,0,0,12,0,0,12,0,0,2,3,8,12,6,6,12,0,0,7,5,7,7,0,0,5,0,2,0,0,0,0,1,0,6,0,4,4,13,3.25,2.60,0,1,2,3,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,2,2,0,0,0,0,0,0,0,4,4,0,13,13,0
31,Yucatán,081,Tekom,0008,SAN ISIDRO,0882700,202421,30,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,081,Tekom,0011,X-COCMIL,0882905,202040,33,126,68,58,20,106,26,86,77,7,18,30,70,31,39,125,1,1,0,126,0,106,0,6,2,2,3,0,0,120,21,5,59,18,3,0,24,2,7,10,8,11,23,16,27,6,18,50,24,3,68,2,0,5,29,56,105,29,76,102,4,4,42,44,42,31,2,8,33,2,5,1,0,0,0,11,2,25,3,25,25,126,5.04,2.71,0,4,22,10,14,9,2,0,24,0,0,18,24,12,21,12,12,21,12,0,23,22,1,0,0,3,18,18,0,3,7,0,0,0,27,26,1,126,124,2
31,Yucatán,081,Tekom,0013,POCBICHEN,0882854,202741,30,73,38,35,15,58,23,38,33,8,14,16,25,12,13,73,0,0,0,67,6,58,0,0,0,0,0,0,0,73,15,8,27,6,2,0,23,0,3,4,10,7,16,10,0,0,0,33,0,0,25,0,0,3,14,24,58,7,51,6,52,52,16,22,16,16,0,0,16,0,0,0,0,0,1,2,2,10,1,10,10,73,7.30,5.21,0,2,7,6,4,4,5,0,10,0,0,0,9,0,9,0,0,9,0,1,10,10,0,0,0,3,6,4,0,3,3,0,0,0,11,11,0,73,73,0
31,Yucatán,081,Tekom,0014,XUXCAB,0882717,202645,30,84,48,36,12,72,29,51,41,5,13,15,36,18,18,83,1,1,0,84,0,72,0,5,1,0,5,0,0,79,21,8,28,13,2,0,25,4,2,3,10,10,17,13,1,1,0,40,1,0,36,0,0,3,22,28,72,22,49,68,0,4,23,28,23,22,0,1,22,0,1,0,0,0,0,1,2,17,3,15,15,84,5.60,4.20,0,2,11,10,5,8,6,0,15,0,0,3,14,0,13,0,0,12,0,0,15,13,2,0,0,5,7,7,0,0,1,0,0,0,16,15,1,84,83,1
31,Yucatán,081,Tekom,0015,X-HABIN,0882534,202645,29,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,081,Tekom,0021,CHINDZONOT,0882513,203049,20,22,12,10,1,21,6,19,15,1,5,7,14,6,8,21,1,1,0,22,0,21,0,0,0,0,0,0,0,22,5,1,12,3,0,0,6,0,0,0,5,6,4,4,1,0,1,14,1,0,14,0,0,3,11,8,21,3,18,5,16,16,14,5,14,10,3,1,6,3,4,1,0,0,0,6,0,4,4,3,3,22,7.33,5.50,0,0,3,2,1,2,1,0,3,0,0,3,3,0,2,0,0,2,0,0,3,3,0,0,0,1,2,2,0,0,0,0,0,0,3,3,0,22,22,0
31,Yucatán,081,Tekom,0022,SUCIL,0881710,203450,22,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,081,Tekom,0030,SAN ANDRES,0881635,203610,20,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,081,Tekom,0052,BLANCA FLOR,0882036,203134,23,17,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,081,Tekom,0053,SAN FELIPE,0882050,203150,23,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,081,Tekom,9998,LOCALIDADES DE UNA VIVIENDA,,,,32,17,15,3,29,9,25,20,2,9,10,18,10,8,32,0,0,0,32,0,29,0,1,0,0,0,0,1,31,7,2,9,11,0,0,8,1,1,1,8,15,1,3,1,1,0,19,1,0,18,0,0,2,15,10,29,15,14,29,0,0,12,13,12,11,1,0,10,1,1,0,0,0,0,2,1,4,5,5,5,32,6.40,4.57,0,0,1,3,2,2,1,0,5,0,0,0,0,0,1,0,0,0,0,4,5,5,0,0,0,2,2,1,0,0,0,0,0,1,5,5,0,32,32,0
31,Yucatán,081,Tekom,9999,LOCALIDADES DE DOS VIVIENDAS,,,,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,082,Telchac Pueblo,0000,TOTAL MUNICIPAL,,,,3302,1676,1626,253,3015,571,2538,2375,185,550,753,2190,1110,1080,2182,1082,836,250,3177,90,2933,80,139,64,21,49,15,6,3118,498,73,2101,273,56,13,546,23,136,218,328,322,710,450,888,95,334,1483,430,458,1784,277,126,6,832,1460,656,2,622,2785,176,213,1280,1256,1271,451,329,482,68,535,412,146,30,6,17,399,272,194,373,929,921,3273,3.55,1.74,4,79,876,347,560,296,178,445,459,4,1,685,617,410,892,321,409,608,320,20,711,690,12,63,4,83,631,758,92,425,444,59,74,126,950,795,155,3274,2898,376
31,Yucatán,082,Telchac Pueblo,0001,TELCHAC,0891620,211208,4,3260,1650,1610,247,2979,563,2509,2348,183,539,747,2165,1093,1072,2141,1081,835,250,3138,88,2897,80,137,63,21,48,15,6,3078,492,71,2083,265,56,12,541,20,136,217,318,314,700,448,881,92,332,1463,425,456,1761,275,126,6,824,1442,632,2,598,2752,173,210,1260,1247,1251,435,327,480,66,526,404,146,30,6,17,393,270,193,362,917,909,3231,3.55,1.73,4,78,864,340,555,290,174,444,448,4,1,681,617,409,883,321,408,608,320,17,708,687,12,63,4,79,625,751,92,423,442,58,74,125,938,783,155,3232,2856,376
31,Yucatán,082,Telchac Pueblo,0002,JESUS MARIA,0891550,211344,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,082,Telchac Pueblo,0013,SAN ROQUE,0891525,211520,7,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,082,Telchac Pueblo,0019,SANTA LUCIA,0891630,211031,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,082,Telchac Pueblo,0026,SAN MIGUEL,0891707,211221,3,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,082,Telchac Pueblo,0028,"GEMELAS, LAS",0891632,211036,3,9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,082,Telchac Pueblo,0029,SAN ALFONSO,0891630,211046,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,082,Telchac Pueblo,0033,INNOMINADO,0891631,211027,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,082,Telchac Pueblo,0035,SAN ISIDRO,0891644,211027,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,082,Telchac Pueblo,0042,"CASCABELES, LOS",0891634,211126,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,082,Telchac Pueblo,0044,INNOMINADO,0891638,211053,0,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,082,Telchac Pueblo,0053,VICTORIA,0891613,211037,2,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,082,Telchac Pueblo,9998,LOCALIDADES DE UNA VIVIENDA,,,,33,20,13,5,28,8,21,19,1,5,4,18,13,5,32,1,1,0,30,2,28,0,1,1,0,0,0,0,32,6,2,12,6,0,1,5,3,0,1,4,6,8,2,3,0,2,16,2,1,17,1,0,3,6,12,20,0,20,25,3,3,15,6,15,11,2,2,0,9,5,0,0,0,0,6,2,1,6,10,10,33,3.30,2.36,0,1,10,6,4,5,4,0,10,0,0,3,0,0,7,0,0,0,0,3,2,2,0,0,0,4,5,5,0,1,1,1,0,0,10,10,0,33,33,0
31,Yucatán,082,Telchac Pueblo,9999,LOCALIDADES DE DOS VIVIENDAS,,,,9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,083,Telchac Puerto,0000,TOTAL MUNICIPAL,,,,1594,825,769,177,1354,289,1135,1029,87,282,369,942,501,441,1256,275,230,45,1420,108,1292,57,47,25,5,9,9,1,1479,260,29,920,107,27,9,262,26,49,63,218,113,362,180,368,65,162,655,229,139,804,111,21,6,341,717,252,0,250,1077,214,276,596,538,588,242,94,248,42,194,220,80,11,5,14,132,93,67,270,410,394,1533,3.89,1.87,34,39,378,157,232,139,57,252,137,0,0,346,374,306,379,300,304,365,299,5,305,258,32,34,1,25,303,339,54,232,216,41,34,67,409,376,33,1533,1448,85
31,Yucatán,083,Telchac Puerto,0001,TELCHAC PUERTO,0891547,212026,1,1593,824,769,177,1353,289,1134,1028,87,281,369,941,500,441,1256,274,229,45,1420,107,1292,56,47,25,5,9,9,1,1478,260,29,919,107,27,9,262,26,49,63,217,113,362,180,367,65,162,655,229,138,804,110,21,6,340,717,252,0,250,1076,214,276,595,538,587,242,94,247,42,194,220,80,11,4,14,132,93,66,270,409,394,1533,3.89,1.87,34,39,378,157,232,139,57,252,137,0,0,346,374,306,379,300,304,365,299,5,305,258,32,34,1,25,303,339,54,232,216,41,34,67,409,376,33,1533,1448,85
31,Yucatán,083,Telchac Puerto,0012,HOTEL MAYAN BEACH,0891912,212015,6,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,083,Telchac Puerto,9998,LOCALIDADES DE UNA VIVIENDA,,,,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,084,Temax,0000,TOTAL MUNICIPAL,,,,6396,3231,3165,621,5726,1324,4720,4262,464,1325,1501,3798,1920,1878,4277,2067,1931,151,6309,46,5672,40,223,85,33,71,39,11,6122,1120,198,3323,932,76,59,1202,117,263,390,933,847,1616,681,1057,203,369,3144,573,484,3336,298,105,5,1790,2594,2392,26,2347,5302,321,390,2132,2569,2112,878,650,564,446,872,593,104,21,8,39,573,369,384,698,1352,1346,6372,4.73,2.56,24,513,1219,587,726,542,314,299,1012,10,0,738,881,265,1262,224,261,860,222,47,1159,1115,21,36,0,233,823,927,77,347,306,41,43,83,1449,1270,179,6372,5753,619
31,Yucatán,084,Temax,0001,TEMAX,0885620,210900,7,5765,2900,2865,568,5151,1174,4265,3857,426,1220,1386,3431,1713,1718,3802,1913,1779,150,5682,43,5105,35,172,70,22,42,34,11,5545,999,169,3041,811,62,53,1068,101,250,370,848,745,1443,615,996,195,335,2803,531,465,2989,287,99,5,1615,2356,2024,20,1988,4779,273,339,1913,2334,1897,712,632,534,390,772,550,101,21,8,35,492,328,349,651,1216,1210,5741,4.74,2.53,24,465,1101,509,674,478,272,293,892,9,0,677,773,260,1148,219,258,761,219,40,1051,1013,21,36,0,198,756,856,75,327,294,40,43,81,1309,1148,161,5741,5190,551
31,Yucatán,084,Temax,0002,CAUACA,0890032,210923,7,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,084,Temax,0003,CHENCHE DE LAS TORRES,0885853,210747,7,328,173,155,27,299,72,242,217,21,51,60,196,107,89,240,88,88,0,326,2,294,4,43,9,11,28,4,0,285,55,17,159,56,7,3,64,8,9,15,36,51,103,27,35,5,21,181,26,9,187,6,2,4,85,127,242,5,236,248,47,50,100,141,100,78,8,14,38,46,12,0,0,0,3,46,18,15,13,71,71,328,4.62,2.85,0,7,62,36,29,27,28,5,58,1,0,26,58,1,61,1,0,54,0,0,55,49,0,0,0,17,35,37,2,7,7,0,0,1,75,62,13,328,278,50
31,Yucatán,084,Temax,0004,CHUCMICHEN,0885522,211346,6,50,30,20,0,50,10,41,39,1,8,10,38,24,14,34,15,15,0,50,0,49,0,2,2,0,0,0,0,48,8,2,27,12,1,0,10,0,0,1,7,10,9,6,14,0,9,25,9,5,34,4,0,5,15,25,24,0,23,50,0,0,24,17,24,21,0,3,3,12,6,2,0,0,0,8,7,2,7,11,11,50,4.55,2.78,0,8,11,7,4,6,2,0,10,0,0,7,11,1,9,1,1,9,1,0,10,10,0,0,0,1,6,8,0,4,5,0,0,1,11,11,0,50,50,0
31,Yucatán,084,Temax,0005,SAN ANTONIO CAMARA,0885129,211043,11,211,101,110,19,191,61,144,123,16,43,41,107,57,50,165,46,45,1,209,1,189,1,6,4,0,1,1,0,202,52,9,83,40,6,1,55,6,4,4,39,28,54,30,9,2,3,112,5,4,101,1,3,4,69,67,85,1,83,190,1,1,75,69,71,52,10,8,12,36,16,1,0,0,1,24,14,16,14,40,40,211,5.28,3.84,0,29,35,28,12,23,10,0,39,0,0,22,35,0,38,0,0,33,0,0,36,36,0,0,0,9,21,23,0,8,0,1,0,0,40,36,4,211,195,16
31,Yucatán,084,Temax,0016,SAN JOSE,0884926,210844,8,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
31,Yucatán,084,Temax,0019,CHONKIL,0884924,211003,8,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
